Ensembl	logFC	FDR	SYMBOL	Significance
ENSG00000105357	0.987730563	7.18E-05	MYH14	Up
ENSG00000124172	-0.74366427	7.19E-05	ATP5F1E	Down
ENSG00000161638	1.282919229	7.24E-05	ITGA5	Up
ENSG00000133872	-0.700404902	7.25E-05	SARAF	Down
ENSG00000005961	2.038956693	7.26E-05	ITGA2B	Up
ENSG00000127663	1.027350113	7.26E-05	KDM4B	Up
ENSG00000185829	1.55066173	7.34E-05	ARL17A	Up
ENSG00000172020	-0.884205928	7.41E-05	GAP43	Down
ENSG00000167615	1.166431584	7.42E-05	LENG8	Up
ENSG00000100842	1.272198858	7.43E-05	EFS	Up
ENSG00000119681	1.182780696	7.48E-05	LTBP2	Up
ENSG00000078814	0.870269565	7.48E-05	MYH7B	Up
ENSG00000073060	1.056682386	7.50E-05	SCARB1	Up
ENSG00000160789	0.918153899	7.55E-05	LMNA	Up
ENSG00000135241	-0.785502241	7.57E-05	PNPLA8	Down
ENSG00000108798	1.909178305	7.58E-05	ABI3	Up
ENSG00000164877	1.530109933	7.67E-05	MICALL2	Up
ENSG00000150667	-1.011674994	7.79E-05	FSIP1	Down
ENSG00000203485	1.320216773	7.87E-05	INF2	Up
ENSG00000106948	1.142010705	8.00E-05	AKNA	Up
ENSG00000138430	-0.873400533	8.06E-05	OLA1	Down
ENSG00000154174	-0.761967268	8.06E-05	TOMM70	Down
ENSG00000130475	0.872063977	8.06E-05	FCHO1	Up
ENSG00000159314	1.409166373	8.13E-05	ARHGAP27	Up
ENSG00000169021	-0.785819689	8.13E-05	UQCRFS1	Down
ENSG00000196839	1.625994872	8.13E-05	ADA	Up
ENSG00000131095	1.040448434	8.31E-05	GFAP	Up
ENSG00000156735	-0.819794948	8.32E-05	BAG4	Down
ENSG00000108175	0.810451197	8.34E-05	ZMIZ1	Up
ENSG00000266074	1.249957499	8.35E-05	BAHCC1	Up
ENSG00000151208	0.757090845	8.45E-05	DLG5	Up
ENSG00000109270	-0.896414604	8.47E-05	LAMTOR3	Down
ENSG00000060138	1.118221946	8.48E-05	YBX3	Up
ENSG00000172005	0.883205692	8.57E-05	MAL	Up
ENSG00000003987	-0.749081393	8.59E-05	MTMR7	Down
ENSG00000198791	-0.733935792	8.72E-05	CNOT7	Down
ENSG00000114405	-0.886824076	8.84E-05	C3orf14	Down
ENSG00000136521	-0.687030441	8.92E-05	NDUFB5	Down
ENSG00000198843	-0.661883262	8.97E-05	SELENOT	Down
ENSG00000148481	-0.777107742	8.97E-05	MINDY3	Down
ENSG00000168874	1.598579003	8.97E-05	ATOH8	Up
ENSG00000163638	1.163922845	8.97E-05	ADAMTS9	Up
ENSG00000214402	1.82917744	8.97E-05	LCNL1	Up
ENSG00000103089	0.975839043	8.97E-05	FA2H	Up
ENSG00000092295	2.03339292	8.99E-05	TGM1	Up
ENSG00000164332	-0.815292537	9.03E-05	UBLCP1	Down
ENSG00000129625	-0.863887227	9.04E-05	REEP5	Down
ENSG00000183648	-0.752023737	9.05E-05	NDUFB1	Down
ENSG00000103184	1.037696592	9.11E-05	SEC14L5	Up
ENSG00000136143	-0.881226702	9.13E-05	SUCLA2	Down
ENSG00000158859	0.990576238	9.13E-05	ADAMTS4	Up
ENSG00000186010	1.734122969	9.13E-05	NDUFA13	Up
ENSG00000181409	1.187650621	9.35E-05	AATK	Up
ENSG00000013293	-0.703615751	9.57E-05	SLC7A14	Down
ENSG00000026025	0.846411117	9.58E-05	VIM	Up
ENSG00000164867	2.032766166	9.70E-05	NOS3	Up
ENSG00000121766	-0.763709389	9.78E-05	ZCCHC17	Down
ENSG00000203747	1.701682636	9.84E-05	FCGR3A	Up
ENSG00000165678	-0.860659108	9.96E-05	GHITM	Down
ENSG00000166226	-0.759052112	0.000104618	CCT2	Down
ENSG00000137507	1.995204917	0.000104646	LRRC32	Up
ENSG00000146535	0.875917954	0.000104965	GNA12	Up
ENSG00000104320	-0.748767118	0.000105229	NBN	Down
ENSG00000135596	1.055560722	0.000106161	MICAL1	Up
ENSG00000213199	1.45099694	0.000106293	ASIC3	Up
ENSG00000130589	2.246520656	0.000106647	HELZ2	Up
ENSG00000127124	0.930576382	0.000106683	HIVEP3	Up
ENSG00000157502	-0.975287716	0.000107034	PWWP3B	Down
ENSG00000214193	1.007887993	0.000107254	SH3D21	Up
ENSG00000174173	-1.053123184	0.000107391	TRMT10C	Down
ENSG00000148175	0.791227402	0.000107493	STOM	Up
ENSG00000125870	-0.732962255	0.000107834	SNRPB2	Down
ENSG00000165629	-0.740941256	0.000108102	ATP5F1C	Down
ENSG00000103769	-0.776816122	0.000108155	RAB11A	Down
ENSG00000150337	1.999625554	0.000110384	FCGR1A	Up
ENSG00000188612	-0.749299975	0.000110631	SUMO2	Down
ENSG00000157005	-1.641527489	0.00011116	SST	Down
ENSG00000105695	1.329066137	0.000111908	MAG	Up
ENSG00000183662	-1.033325395	0.000112848	TAFA1	Down
ENSG00000067715	-0.772234557	0.000112894	SYT1	Down
ENSG00000004897	-0.738595871	0.000112894	CDC27	Down
ENSG00000172508	1.414380564	0.000112894	CARNS1	Up
ENSG00000130303	1.263415591	0.000112894	BST2	Up
ENSG00000136750	-1.141353916	0.00011322	GAD2	Down
ENSG00000140443	0.713440534	0.00011322	IGF1R	Up
ENSG00000188493	1.216456491	0.00011322	C19orf54	Up
ENSG00000073350	1.642315	0.000113396	LLGL2	Up
ENSG00000115091	-0.703747402	0.000113595	ACTR3	Down
ENSG00000122420	-1.033778009	0.000113868	PTGFR	Down
ENSG00000214652	-0.796036844	0.000113868	ZNF727	Down
ENSG00000104435	-0.886148549	0.000113868	STMN2	Down
ENSG00000064726	-0.752031924	0.000113868	BTBD1	Down
ENSG00000127418	1.100859841	0.000113868	FGFRL1	Up
ENSG00000151552	0.806439813	0.000115503	QDPR	Up
ENSG00000068724	1.007712056	0.000116331	TTC7A	Up
ENSG00000115252	-0.757281713	0.00011638	PDE1A	Down
ENSG00000178605	1.068561696	0.00011638	GTPBP6	Up
ENSG00000104723	-0.732036462	0.000117553	TUSC3	Down
ENSG00000108773	0.940957699	0.000117753	KAT2A	Up
ENSG00000134265	-0.628481443	0.00012004	NAPG	Down
ENSG00000047315	-0.75256406	0.000122145	POLR2B	Down
ENSG00000188133	-1.662460157	0.000122145	TMEM215	Down
ENSG00000172575	-0.853305328	0.00012261	RASGRP1	Down
ENSG00000162496	0.843060798	0.00012261	DHRS3	Up
ENSG00000146192	1.106223363	0.000124586	FGD2	Up
ENSG00000072952	0.748259011	0.000125582	MRVI1	Up
ENSG00000188674	-0.947017603	0.000125733	C2orf80	Down
ENSG00000128283	1.8855042	0.000125733	CDC42EP1	Up
ENSG00000168758	1.431261389	0.000127782	SEMA4C	Up
ENSG00000198198	0.904665149	0.000131646	SZT2	Up
ENSG00000119013	-0.849854104	0.000131891	NDUFB3	Down
ENSG00000285589	1.85495623	0.000131891	NA	Up
ENSG00000146386	-1.026877704	0.000132032	ABRACL	Down
ENSG00000105221	1.062977798	0.000132032	AKT2	Up
ENSG00000196547	0.665941845	0.000132475	MAN2A2	Up
ENSG00000128656	-0.874590848	0.000134341	CHN1	Down
ENSG00000085365	-0.797571062	0.000134461	SCAMP1	Down
ENSG00000132341	-0.635793476	0.000134788	RAN	Down
ENSG00000204592	0.788074188	0.000135583	HLA-E	Up
ENSG00000171163	0.950583706	0.000135973	ZNF692	Up
ENSG00000167191	0.624302735	0.000136096	GPRC5B	Up
ENSG00000178971	0.843217227	0.000136201	CTC1	Up
ENSG00000184988	1.176795543	0.000137806	TMEM106A	Up
ENSG00000141526	2.142530733	0.000137808	SLC16A3	Up
ENSG00000151834	-0.641394485	0.000138086	GABRA2	Down
ENSG00000115947	-0.727991173	0.000139678	ORC4	Down
ENSG00000079337	0.835368452	0.000139678	RAPGEF3	Up
ENSG00000147669	-0.826801593	0.000140656	POLR2K	Down
ENSG00000132639	-0.820246389	0.000140656	SNAP25	Down
ENSG00000171368	0.674690607	0.000140656	TPPP	Up
ENSG00000189319	0.999652709	0.000140717	FAM53B	Up
ENSG00000012171	1.191437248	0.000141438	SEMA3B	Up
ENSG00000103257	1.42057445	0.000142092	SLC7A5	Up
ENSG00000146151	-0.856087814	0.000142957	HMGCLL1	Down
ENSG00000151917	-0.956067111	0.000142957	BEND6	Down
ENSG00000198898	-0.755413401	0.000142957	CAPZA2	Down
ENSG00000169564	0.772166524	0.000142957	PCBP1	Up
ENSG00000137266	0.762909267	0.000142957	SLC22A23	Up
ENSG00000127125	-0.776034335	0.000143115	PPCS	Down
ENSG00000162687	-0.814702029	0.00014396	KCNT2	Down
ENSG00000183888	1.9810078	0.000145484	SRARP	Up
ENSG00000234745	1.047353241	0.00014561	HLA-B	Up
ENSG00000117643	0.871864408	0.000145702	MAN1C1	Up
ENSG00000166987	1.555819629	0.000146619	MBD6	Up
ENSG00000133134	-0.778787332	0.000147422	BEX2	Down
ENSG00000001617	1.935681317	0.000148036	SEMA3F	Up
ENSG00000107249	0.809184251	0.000148036	GLIS3	Up
ENSG00000005339	0.640241893	0.000148533	CREBBP	Up
ENSG00000204673	1.077068555	0.000148533	AKT1S1	Up
ENSG00000140464	1.297411383	0.000148689	PML	Up
ENSG00000167566	1.281518363	0.000150136	NCKAP5L	Up
ENSG00000164484	-0.985992522	0.00015045	TMEM200A	Down
ENSG00000120896	1.445271425	0.00015045	SORBS3	Up
ENSG00000083937	-0.929895416	0.000150923	CHMP2B	Down
ENSG00000175084	2.687842825	0.000150923	DES	Up
ENSG00000137166	1.473056045	0.000150923	FOXP4	Up
ENSG00000165669	-0.706063402	0.000151172	FAM204A	Down
ENSG00000085185	0.995521378	0.000151172	BCORL1	Up
ENSG00000197355	1.426845513	0.000151172	UAP1L1	Up
ENSG00000187796	1.759733346	0.000153823	CARD9	Up
ENSG00000103035	-0.799969498	0.000154007	PSMD7	Down
ENSG00000117676	1.079141421	0.000154409	RPS6KA1	Up
ENSG00000128274	1.94022126	0.000156163	A4GALT	Up
ENSG00000099326	1.089972402	0.000157097	MZF1	Up
ENSG00000164258	-0.800737069	0.000159186	NDUFS4	Down
ENSG00000156030	0.734879987	0.00015962	ELMSAN1	Up
ENSG00000092529	1.099489188	0.000162155	CAPN3	Up
ENSG00000152219	-0.77088421	0.000166131	ARL14EP	Down
ENSG00000182220	-0.655597059	0.000166171	ATP6AP2	Down
ENSG00000125827	-0.652037539	0.000166727	TMX4	Down
ENSG00000122873	-0.787799844	0.000166838	CISD1	Down
ENSG00000112695	-0.794477511	0.000167296	COX7A2	Down
ENSG00000119125	-0.76325027	0.00016819	GDA	Down
ENSG00000154134	1.160635236	0.000169266	ROBO3	Up
ENSG00000135063	0.759325179	0.000169871	FAM189A2	Up
ENSG00000132702	1.348940159	0.000172131	HAPLN2	Up
ENSG00000204899	-0.826087784	0.000172148	MZT1	Down
ENSG00000104164	-0.790155251	0.000172148	BLOC1S6	Down
ENSG00000166275	-1.025071946	0.000172532	BORCS7	Down
ENSG00000179344	2.026911998	0.000176131	HLA-DQB1	Up
ENSG00000121769	-0.771376508	0.00017857	FABP3	Down
ENSG00000158710	1.141374955	0.000179214	TAGLN2	Up
ENSG00000160741	1.157330183	0.000179603	CRTC2	Up
ENSG00000223865	0.994448381	0.000179603	HLA-DPB1	Up
ENSG00000106665	0.829209468	0.000179603	CLIP2	Up
ENSG00000213654	1.842525745	0.000182768	GPSM3	Up
ENSG00000135070	-0.757054572	0.000183178	ISCA1	Down
ENSG00000101132	-1.105883477	0.000183766	PFDN4	Down
ENSG00000108395	-0.693957588	0.00018434	TRIM37	Down
ENSG00000188419	-0.640599947	0.000184395	CHM	Down
ENSG00000160352	-0.888044836	0.000186881	ZNF714	Down
ENSG00000143153	-0.816275219	0.000187741	ATP1B1	Down
ENSG00000130304	1.129545601	0.000187741	SLC27A1	Up
ENSG00000105373	0.810019796	0.000187741	NOP53	Up
ENSG00000168209	1.107653875	0.00018789	DDIT4	Up
ENSG00000104881	1.653136177	0.000189687	PPP1R13L	Up
ENSG00000214194	-0.953833013	0.000191206	SMIM30	Down
ENSG00000101856	-0.684289378	0.000191206	PGRMC1	Down
ENSG00000101977	-0.931813617	0.000191242	MCF2	Down
ENSG00000017427	-1.037117078	0.000191242	IGF1	Down
ENSG00000134440	-0.725666894	0.000193379	NARS1	Down
ENSG00000213694	0.965055013	0.000193518	S1PR3	Up
ENSG00000065361	0.785970139	0.000194018	ERBB3	Up
ENSG00000076201	1.231329134	0.000195154	PTPN23	Up
ENSG00000111530	-0.642121736	0.000195312	CAND1	Down
ENSG00000172725	1.008557537	0.000195312	CORO1B	Up
ENSG00000103742	1.267687366	0.000195312	IGDCC4	Up
ENSG00000157933	0.846153497	0.000195679	SKI	Up
ENSG00000112561	1.193730122	0.000199435	TFEB	Up
ENSG00000221968	1.13192965	0.0001995	FADS3	Up
ENSG00000161021	0.739025723	0.000201577	MAML1	Up
ENSG00000033867	-0.822148606	0.00020236	SLC4A7	Down
ENSG00000196159	-0.641358486	0.000202381	FAT4	Down
ENSG00000120251	-0.710873323	0.000203553	GRIA2	Down
ENSG00000137040	-0.810903096	0.000203553	RANBP6	Down
ENSG00000104946	1.043402962	0.000204559	TBC1D17	Up
ENSG00000163191	1.418689428	0.000205329	S100A11	Up
ENSG00000165832	-0.711483096	0.000206691	TRUB1	Down
ENSG00000184985	0.900379369	0.000208198	SORCS2	Up
ENSG00000173918	1.567781338	0.000208967	C1QTNF1	Up
ENSG00000166503	-0.757295593	0.000209566	HDGFL3	Down
ENSG00000143155	-0.812688166	0.000211712	TIPRL	Down
ENSG00000244731	1.783187453	0.000211818	C4A	Up
ENSG00000148337	0.670729253	0.00021206	CIZ1	Up
ENSG00000151743	-0.759480015	0.000212755	AMN1	Down
ENSG00000179094	1.27397623	0.000212755	PER1	Up
ENSG00000064687	1.379981772	0.000212755	ABCA7	Up
ENSG00000105329	1.052291208	0.000212755	TGFB1	Up
ENSG00000142611	0.968466974	0.000213473	PRDM16	Up
ENSG00000143013	-0.754693469	0.000213915	LMO4	Down
ENSG00000124767	-0.945707835	0.000213915	GLO1	Down
ENSG00000168610	0.697014717	0.000213915	STAT3	Up
ENSG00000163703	1.220970704	0.000214756	CRELD1	Up
ENSG00000187091	1.197212419	0.000214756	PLCD1	Up
ENSG00000188729	-1.98575864	0.00021507	OSTN	Down
ENSG00000075945	-0.65191678	0.000216538	KIFAP3	Down
ENSG00000151247	-0.662584616	0.000216538	EIF4E	Down
ENSG00000167306	-0.823857982	0.000216538	MYO5B	Down
ENSG00000173530	1.206946794	0.000216538	TNFRSF10D	Up
ENSG00000139116	-0.724877423	0.000216906	KIF21A	Down
ENSG00000147180	-0.870549741	0.000217529	ZNF711	Down
ENSG00000116016	0.729768568	0.000217529	EPAS1	Up
ENSG00000106991	1.578291108	0.000218587	ENG	Up
ENSG00000166123	0.76073349	0.000218587	GPT2	Up
ENSG00000186174	1.389232693	0.000221831	BCL9L	Up
ENSG00000186310	-0.679937572	0.000222922	NAP1L3	Down
ENSG00000113643	-0.677744851	0.000224085	RARS1	Down
ENSG00000163820	0.783927247	0.000224085	FYCO1	Up
ENSG00000068912	-0.774755218	0.000224109	ERLEC1	Down
ENSG00000168288	-0.856097601	0.000224109	MMADHC	Down
ENSG00000078018	-0.743415342	0.000224626	MAP2	Down
ENSG00000146122	0.695889327	0.000224626	DAAM2	Up
ENSG00000005844	1.251914709	0.000224626	ITGAL	Up
ENSG00000102057	1.28123165	0.00022465	KCND1	Up
ENSG00000144290	-0.700131774	0.000225527	SLC4A10	Down
ENSG00000142627	1.757661558	0.000225724	EPHA2	Up
ENSG00000166266	-0.700315286	0.000225756	CUL5	Down
ENSG00000239672	-0.83012738	0.000225756	NME1	Down
ENSG00000167005	-0.779251132	0.000228941	NUDT21	Down
ENSG00000198420	-0.732813449	0.000229477	TCAF1	Down
ENSG00000108557	1.370371244	0.000229859	RAI1	Up
ENSG00000162636	-0.816901903	0.000230167	FAM102B	Down
ENSG00000091428	-0.653289227	0.000231123	RAPGEF4	Down
ENSG00000025708	2.822167931	0.000234979	TYMP	Up
ENSG00000179335	0.690741513	0.000235763	CLK3	Up
ENSG00000186517	1.335893334	0.000236271	ARHGAP30	Up
ENSG00000154027	-0.660363276	0.000236416	AK5	Down
ENSG00000164209	-0.680569065	0.000236696	SLC25A46	Down
ENSG00000104936	1.289408807	0.000236696	DMPK	Up
ENSG00000246922	0.839980201	0.000238817	UBAP1L	Up
ENSG00000185033	1.229254359	0.000238817	SEMA4B	Up
ENSG00000102858	1.016984153	0.000238817	MGRN1	Up
ENSG00000039523	0.97894668	0.000240403	RIPOR1	Up
ENSG00000197885	-0.725087287	0.000241692	NKIRAS1	Down
ENSG00000078246	0.708311096	0.000241898	TULP3	Up
ENSG00000051523	1.952551089	0.00024311	CYBA	Up
ENSG00000113597	-0.713402499	0.000245535	TRAPPC13	Down
ENSG00000105227	1.594336	0.000245535	PRX	Up
ENSG00000104833	0.865856528	0.000246248	TUBB4A	Up
ENSG00000182095	1.170594881	0.000246985	TNRC18	Up
ENSG00000144837	1.667225207	0.000251366	PLA1A	Up
ENSG00000113966	-0.827212049	0.000253389	ARL6	Down
ENSG00000173275	-0.886284756	0.000255861	ZNF449	Down
ENSG00000115107	1.458864513	0.00025608	STEAP3	Up
ENSG00000100906	0.746680401	0.000256545	NFKBIA	Up
ENSG00000109670	-0.76913428	0.000257371	FBXW7	Down
ENSG00000206172	1.485758661	0.000258407	HBA1	Up
ENSG00000170581	0.766779397	0.000259223	STAT2	Up
ENSG00000158545	0.675914623	0.000260496	ZC3H18	Up
ENSG00000115514	-0.934853309	0.000261202	TXNDC9	Down
ENSG00000167851	1.287831813	0.000261202	CD300A	Up
ENSG00000100242	1.06819353	0.000262064	SUN2	Up
ENSG00000106028	-0.754629648	0.000265528	SSBP1	Down
ENSG00000099282	0.854871339	0.000265528	TSPAN15	Up
ENSG00000187535	0.914504681	0.000265528	IFT140	Up
ENSG00000167772	2.042940451	0.000266785	ANGPTL4	Up
ENSG00000145632	-0.777072118	0.000267466	PLK2	Down
ENSG00000162413	1.102523765	0.000268916	KLHL21	Up
ENSG00000178988	-0.722053963	0.000269048	MRFAP1L1	Down
ENSG00000120533	-0.645690037	0.000269048	ENY2	Down
ENSG00000119686	1.446469347	0.000269048	FLVCR2	Up
ENSG00000126733	-0.832371108	0.000269168	DACH2	Down
ENSG00000086730	1.124294444	0.000269168	LAT2	Up
ENSG00000108094	-0.744456753	0.000270072	CUL2	Down
ENSG00000111229	-0.718303256	0.000272423	ARPC3	Down
ENSG00000122643	-0.910071299	0.00027607	NT5C3A	Down
ENSG00000142875	-0.686136675	0.000276998	PRKACB	Down
ENSG00000004799	1.17679734	0.000276998	PDK4	Up
ENSG00000164221	-0.901587662	0.000277744	CCDC112	Down
ENSG00000106105	-0.623355447	0.000277849	GARS1	Down
ENSG00000105639	1.534687195	0.000278663	JAK3	Up
ENSG00000169851	-0.639238388	0.000280321	PCDH7	Down
ENSG00000100403	0.78372182	0.000280578	ZC3H7B	Up
ENSG00000047249	-0.699783387	0.000282176	ATP6V1H	Down
ENSG00000163798	-0.865583321	0.000286914	SLC4A1AP	Down
ENSG00000141425	-0.660580005	0.000287659	RPRD1A	Down
ENSG00000133056	0.848858789	0.000287659	PIK3C2B	Up
ENSG00000225190	1.16424905	0.000289712	PLEKHM1	Up
ENSG00000076944	1.77371081	0.000289712	STXBP2	Up
ENSG00000106052	-0.864273755	0.00028979	TAX1BP1	Down
ENSG00000181163	-0.777395346	0.000290581	NPM1	Down
ENSG00000069345	-0.755808502	0.000290581	DNAJA2	Down
ENSG00000131386	0.85386462	0.000290581	GALNT15	Up
ENSG00000131446	0.967816801	0.000290581	MGAT1	Up
ENSG00000100060	1.846340623	0.000290581	MFNG	Up
ENSG00000061676	-0.680748542	0.000290879	NCKAP1	Down
ENSG00000273136	0.995523751	0.000290916	NBPF26	Up
ENSG00000111321	1.235939316	0.000290916	LTBR	Up
ENSG00000139438	1.241157057	0.000291151	FAM222A	Up
ENSG00000169592	0.741720242	0.000293161	INO80E	Up
ENSG00000085433	-0.716381012	0.000293195	WDR47	Down
ENSG00000141068	0.96816468	0.000293195	KSR1	Up
ENSG00000145293	-0.644292121	0.000293842	ENOPH1	Down
ENSG00000109536	-0.911060753	0.000293842	FRG1	Down
ENSG00000168484	1.540822368	0.000293842	SFTPC	Up
ENSG00000131263	-0.682294684	0.000299477	RLIM	Down
ENSG00000106565	1.372195046	0.000301333	TMEM176B	Up
ENSG00000173692	-0.642598319	0.000301674	PSMD1	Down
ENSG00000163512	-0.660506701	0.000301674	AZI2	Down
ENSG00000103335	1.297445468	0.000308283	PIEZO1	Up
ENSG00000206190	0.966254491	0.000310589	ATP10A	Up
ENSG00000143554	1.365806715	0.000314068	SLC27A3	Up
ENSG00000152137	0.802795069	0.000314068	HSPB8	Up
ENSG00000166411	-0.73359641	0.000314746	IDH3A	Down
ENSG00000147459	0.768983795	0.000314746	DOCK5	Up
ENSG00000197405	1.356527812	0.000314746	C5AR1	Up
ENSG00000187498	1.058153177	0.000315719	COL4A1	Up
ENSG00000179403	1.372792221	0.000315946	VWA1	Up
ENSG00000123106	-0.805629578	0.000316033	CCDC91	Down
ENSG00000164796	-0.586323356	0.000316446	CSMD3	Down
ENSG00000119446	-0.808760693	0.000316519	RBM18	Down
ENSG00000105281	2.003996627	0.000317944	SLC1A5	Up
ENSG00000090339	1.368551197	0.000318362	ICAM1	Up
ENSG00000095383	1.359981999	0.000321987	TBC1D2	Up
ENSG00000169019	-1.129840062	0.000322072	COMMD8	Down
ENSG00000125753	1.225985913	0.000322137	VASP	Up
ENSG00000163558	-0.67813906	0.000322534	PRKCI	Down
ENSG00000105185	-0.781091419	0.000326371	PDCD5	Down
ENSG00000104343	-0.671874855	0.000327767	UBE2W	Down
ENSG00000173805	0.989554495	0.000330281	HAP1	Up
ENSG00000167106	1.194853215	0.000330626	FAM102A	Up
ENSG00000122367	0.871221173	0.000332803	LDB3	Up
ENSG00000122565	-0.663133343	0.000336203	CBX3	Down
ENSG00000222009	1.237892988	0.000337685	BTBD19	Up
ENSG00000197121	-0.645483201	0.000337829	PGAP1	Down
ENSG00000101752	-0.691850384	0.000337829	MIB1	Down
ENSG00000111711	-0.708305069	0.000340181	GOLT1B	Down
ENSG00000171208	-0.933544912	0.000340181	NETO2	Down
ENSG00000134375	-0.700388236	0.000340339	TIMM17A	Down
ENSG00000115159	-0.665468761	0.000340816	GPD2	Down
ENSG00000168702	-0.617283682	0.000342654	LRP1B	Down
ENSG00000105887	-0.63842044	0.000342654	MTPN	Down
ENSG00000235194	0.759614506	0.000343635	PPP1R3E	Up
ENSG00000185436	1.606492379	0.000346337	IFNLR1	Up
ENSG00000104327	-1.113433034	0.000346754	CALB1	Down
ENSG00000168952	-0.807094313	0.000346754	STXBP6	Down
ENSG00000204655	0.821358112	0.000346754	MOG	Up
ENSG00000148925	-0.687292764	0.000346936	BTBD10	Down
ENSG00000132294	-0.721234532	0.000347259	EFR3A	Down
ENSG00000109089	1.23222172	0.000347259	CDR2L	Up
ENSG00000107338	0.963495995	0.00034753	SHB	Up
ENSG00000005007	0.75857928	0.00034753	UPF1	Up
ENSG00000151835	-0.643896595	0.000348093	SACS	Down
ENSG00000117394	1.330325163	0.000348784	SLC2A1	Up
ENSG00000185201	1.747104923	0.000348795	IFITM2	Up
ENSG00000150275	-0.707959957	0.000350862	PCDH15	Down
ENSG00000075089	-0.890659942	0.000350862	ACTR6	Down
ENSG00000204287	1.210519704	0.000353757	HLA-DRA	Up
ENSG00000140750	0.719708979	0.000355059	ARHGAP17	Up
ENSG00000177374	1.89394086	0.000355059	HIC1	Up
ENSG00000104671	-0.680198701	0.000356209	DCTN6	Down
ENSG00000134444	-0.642064922	0.000356209	RELCH	Down
ENSG00000163884	1.43761222	0.00035665	KLF15	Up
ENSG00000198301	-0.644995096	0.000357053	SDAD1	Down
ENSG00000077150	1.462410377	0.000359923	NFKB2	Up
ENSG00000146830	0.998031443	0.000360763	GIGYF1	Up
ENSG00000122591	-0.701110346	0.000363216	FAM126A	Down
ENSG00000106443	-0.774843444	0.000369566	PHF14	Down
ENSG00000099917	1.016192966	0.000370091	MED15	Up
ENSG00000158863	1.310524611	0.000370315	FAM160B2	Up
ENSG00000239857	1.994419573	0.00037034	GET4	Up
ENSG00000141404	-0.663309925	0.000370575	GNAL	Down
ENSG00000085117	1.27681754	0.000371738	CD82	Up
ENSG00000133250	1.729657414	0.000371738	ZNF414	Up
ENSG00000136531	-0.679333743	0.000371828	SCN2A	Down
ENSG00000164163	-0.761551419	0.000374318	ABCE1	Down
ENSG00000187531	1.076373447	0.000374318	SIRT7	Up
ENSG00000196576	1.105249235	0.000374318	PLXNB2	Up
ENSG00000134531	1.007837163	0.000379842	EMP1	Up
ENSG00000187672	-0.676859581	0.000382232	ERC2	Down
ENSG00000162378	-0.618418573	0.000383826	ZYG11B	Down
ENSG00000104774	1.258641231	0.000383826	MAN2B1	Up
ENSG00000057757	-0.649140247	0.00038557	PITHD1	Down
ENSG00000165959	0.674857609	0.00038557	CLMN	Up
ENSG00000055483	0.895514839	0.00038557	USP36	Up
ENSG00000028137	1.469472277	0.000386422	TNFRSF1B	Up
ENSG00000126803	0.686667907	0.000391527	HSPA2	Up
ENSG00000178764	0.702519387	0.00039381	ZHX2	Up
ENSG00000088888	0.607794935	0.000396867	MAVS	Up
ENSG00000090447	1.025085917	0.000397597	TFAP4	Up
ENSG00000164398	-0.614936139	0.000397837	ACSL6	Down
ENSG00000125868	-0.758509681	0.000402324	DSTN	Down
ENSG00000085231	-0.917637688	0.000403488	AK6	Down
ENSG00000097007	0.817632318	0.000403931	ABL1	Up
ENSG00000100297	1.069413146	0.000404208	MCM5	Up
ENSG00000104897	1.180519442	0.000404321	SF3A2	Up
ENSG00000198689	-0.622859752	0.000405095	SLC9A6	Down
ENSG00000138018	-0.586325736	0.000408004	SELENOI	Down
ENSG00000065154	-0.62714327	0.000408189	OAT	Down
ENSG00000166340	0.675591679	0.00040878	TPP1	Up
ENSG00000166922	-0.677735534	0.000409434	SCG5	Down
ENSG00000164506	-0.634342546	0.000411226	STXBP5	Down
ENSG00000184343	1.923134559	0.000411548	SRPK3	Up
ENSG00000171126	-0.851368428	0.000414175	KCNG3	Down
ENSG00000197119	1.093211371	0.000415154	SLC25A29	Up
ENSG00000140030	1.599884568	0.00041703	GPR65	Up
ENSG00000077254	-0.602520441	0.000421993	USP33	Down
ENSG00000166444	0.782625721	0.000421993	DENND2B	Up
ENSG00000165084	-0.746492674	0.000422344	C8orf34	Down
ENSG00000107902	0.976439928	0.000422606	LHPP	Up
ENSG00000161681	1.226823128	0.000423396	SHANK1	Up
ENSG00000024422	1.510170439	0.000424418	EHD2	Up
ENSG00000140479	0.830322283	0.000425212	PCSK6	Up
ENSG00000108622	1.332713976	0.000427176	ICAM2	Up
ENSG00000114270	1.454854388	0.000429348	COL7A1	Up
ENSG00000204580	1.164646202	0.000430631	DDR1	Up
ENSG00000155066	1.570354889	0.000431537	PROM2	Up
ENSG00000111664	1.375397739	0.000431537	GNB3	Up
ENSG00000105662	1.310117419	0.000432479	CRTC1	Up
ENSG00000113504	1.365608718	0.000437186	SLC12A7	Up
ENSG00000079785	-0.738973924	0.000438233	DDX1	Down
ENSG00000163285	-0.678687375	0.000440281	GABRG1	Down
ENSG00000177731	0.747863682	0.000440475	FLII	Up
ENSG00000101336	1.298468605	0.000445382	HCK	Up
ENSG00000175215	0.807126387	0.000446697	CTDSP2	Up
ENSG00000182326	0.829772866	0.000451181	C1S	Up
ENSG00000168077	0.98334847	0.000452614	SCARA3	Up
ENSG00000137563	-0.989574814	0.00045298	GGH	Down
